county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0278 P004,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,455,37,241,177,0
Broward,0278 P004,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,569,29,316,224,0
Broward,0278 P004,School Board At Large - Seat 9,,,Debra Hixon.,776,49,420,307,0
Broward,0278 P004,School Board At Large - Seat 9,,,Jeff Holness,273,16,152,105,0
Broward,0278 P004,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,497,39,264,194,0
Broward,0278 P004,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,509,23,282,204,0
Broward,0278 P004,Mayor Wilton Manors,,,Julie A. Carson,574,21,309,244,0
Broward,0278 P004,Mayor Wilton Manors,,,Scott Newton,408,47,210,151,0
Broward,0278 P004,Mayor Wilton Manors,,,Josie Smith Malave,159,6,94,59,0
Broward,0278 P004,Commissioner Wilton Manors,,,Jason Basilico.,170,16,89,65,0
Broward,0278 P004,Commissioner Wilton Manors,,,Doug Blevins,408,20,223,165,0
Broward,0278 P004,Commissioner Wilton Manors,,,Mike Bracchi,544,29,302,213,0
Broward,0278 P004,Commissioner Wilton Manors,,,Chris Caputo,521,21,294,206,0
Broward,0278 P004,Commissioner Wilton Manors,,,Juan Melecio,94,5,49,40,0
Broward,0278 P004,Commissioner Wilton Manors,,,Joe Sansone.,66,6,35,25,0
Broward,0278 P004,No. 1 Constitutional Amendment,,,Yes,633,60,323,250,0
Broward,0278 P004,No. 1 Constitutional Amendment,,,No.,530,18,299,213,0
Broward,0278 P004,No. 2 Constitutional Amendment,,,Yes,968,51,542,375,0
Broward,0278 P004,No. 2 Constitutional Amendment,,,No.,210,29,90,91,0
Broward,0278 P004,No. 3 Constitutional Amendment,,,Yes,621,48,347,226,0
Broward,0278 P004,No. 3 Constitutional Amendment,,,No.,535,29,275,231,0
Broward,0278 P004,No. 4 Constitutional Amendment,,,Yes,379,38,180,161,0
Broward,0278 P004,No. 4 Constitutional Amendment,,,No.,768,39,435,294,0
Broward,0278 P004,No. 5 Constitutional Amendment,,,Yes,820,55,438,327,0
Broward,0278 P004,No. 5 Constitutional Amendment,,,No.,244,12,137,95,0
Broward,0278 P004,No. 6 Constitutional Amendment,,,Yes,985,66,531,388,0
Broward,0278 P004,No. 6 Constitutional Amendment,,,No.,146,8,77,61,0
Broward,0278 P004,Broward County Ballot Question,,,Yes,808,45,438,325,0
Broward,0278 P004,Broward County Ballot Question,,,No.,289,30,151,108,0
Broward,0278 P004,Broward County Charter Question,,,Yes,602,41,326,235,0
Broward,0278 P004,Broward County Charter Question,,,No.,485,31,262,192,0
Broward,0279 P005,Registered Voters,,,,1231,,,,
Broward,0279 P005,Ballots Cast,,,,1005,100,532,373,0
Broward,0279 P005,Ballots Cast Blank,,,,48,14,16,18,0
Broward,0279 P005,President,,REP,Donald J. Trump,301,59,104,138,0
Broward,0279 P005,President,,DEM,Joseph R. Biden,692,39,423,230,0
Broward,0279 P005,President,,LPF,Jo Jorgensen,4,2,1,1,0
Broward,0279 P005,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0279 P005,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0279 P005,President,,GRE,Howie Hawkins,2,0,0,2,0
Broward,0279 P005,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0279 P005,President,,,Write-ins,0,0,0,0,0
Broward,0279 P005,U.S. House,22,REP,"James ""Jim"" Pruden",287,50,103,134,0
Broward,0279 P005,U.S. House,22,DEM,Ted Deutch,684,41,415,228,0
Broward,0279 P005,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,296,51,108,137,0
Broward,0279 P005,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,660,39,401,220,0
Broward,0279 P005,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,762,56,446,260,0
Broward,0279 P005,Public Defender - 17th Judicial Circuit,,,Write-ins,25,7,6,12,0
Broward,0279 P005,State House,93,REP,Chip LaMarca,337,51,139,147,0
Broward,0279 P005,State House,93,DEM,Linda Thompson Gonzalez,623,39,374,210,0
Broward,0279 P005,Sheriff,,REP,H. Wayne Clark,259,42,96,121,0
Broward,0279 P005,Sheriff,,DEM,Gregory Tony,628,45,370,213,0
Broward,0279 P005,Sheriff,,NPA,"Charles ""Chuck"" Whatley",36,2,22,12,0
Broward,0279 P005,Sheriff,,,Write-ins,13,1,7,5,0
Broward,0279 P005,Supervisor of Elections,,REP,Catherine McBreen,293,50,106,137,0
Broward,0279 P005,Supervisor of Elections,,DEM,Joe Scott,670,41,413,216,0
Broward,0279 P005,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0279 P005,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",755,55,442,258,0
Broward,0279 P005,County Commissioner - District 7,,,Write-ins,44,11,15,18,0
Broward,0279 P005,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,395,56,191,148,0
Broward,0279 P005,Justice of the Supreme Court - Carlos G. Muniz,,,No.,475,25,289,161,0
Broward,0279 P005,Fourth District Court of Appeal - Alan O. Forst,,,Yes,505,57,250,198,0
Broward,0279 P005,Fourth District Court of Appeal - Alan O. Forst,,,No.,344,21,219,104,0
Broward,0279 P005,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,501,59,249,193,0
Broward,0279 P005,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,351,18,223,110,0
Broward,0279 P005,Fourth District Court of Appeal - Martha C. Warner,,,Yes,655,59,369,227,0
Broward,0279 P005,Fourth District Court of Appeal - Martha C. Warner,,,No.,197,19,104,74,0
Broward,0279 P005,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,390,45,213,132,0
Broward,0279 P005,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,408,27,230,151,0
Broward,0279 P005,School Board At Large - Seat 9,,,Debra Hixon.,604,52,361,191,0
Broward,0279 P005,School Board At Large - Seat 9,,,Jeff Holness,210,20,93,97,0
Broward,0279 P005,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,411,43,228,140,0
Broward,0279 P005,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,368,26,209,133,0
Broward,0279 P005,Mayor Wilton Manors,,,Julie A. Carson,345,29,184,132,0
Broward,0279 P005,Mayor Wilton Manors,,,Scott Newton,480,47,260,173,0
Broward,0279 P005,Mayor Wilton Manors,,,Josie Smith Malave,82,4,52,26,0
Broward,0279 P005,Commissioner Wilton Manors,,,Jason Basilico.,184,18,94,72,0
Broward,0279 P005,Commissioner Wilton Manors,,,Doug Blevins,255,20,140,95,0
Broward,0279 P005,Commissioner Wilton Manors,,,Mike Bracchi,463,40,263,160,0
Broward,0279 P005,Commissioner Wilton Manors,,,Chris Caputo,387,34,230,123,0
Broward,0279 P005,Commissioner Wilton Manors,,,Juan Melecio,55,4,27,24,0
Broward,0279 P005,Commissioner Wilton Manors,,,Joe Sansone.,63,4,35,24,0
Broward,0279 P005,No. 1 Constitutional Amendment,,,Yes,533,64,256,213,0
Broward,0279 P005,No. 1 Constitutional Amendment,,,No.,411,23,249,139,0
Broward,0279 P005,No. 2 Constitutional Amendment,,,Yes,698,51,407,240,0
Broward,0279 P005,No. 2 Constitutional Amendment,,,No.,245,36,100,109,0
Broward,0279 P005,No. 3 Constitutional Amendment,,,Yes,507,41,279,187,0
Broward,0279 P005,No. 3 Constitutional Amendment,,,No.,416,44,219,153,0
Broward,0279 P005,No. 4 Constitutional Amendment,,,Yes,298,34,129,135,0
Broward,0279 P005,No. 4 Constitutional Amendment,,,No.,629,51,372,206,0
Broward,0279 P005,No. 5 Constitutional Amendment,,,Yes,646,57,356,233,0
Broward,0279 P005,No. 5 Constitutional Amendment,,,No.,215,24,117,74,0
Broward,0279 P005,No. 6 Constitutional Amendment,,,Yes,796,70,434,292,0
Broward,0279 P005,No. 6 Constitutional Amendment,,,No.,123,14,63,46,0
Broward,0279 P005,Broward County Ballot Question,,,Yes,637,44,369,224,0
Broward,0279 P005,Broward County Ballot Question,,,No.,246,34,113,99,0
Broward,0279 P005,Broward County Charter Question,,,Yes,465,38,253,174,0
Broward,0279 P005,Broward County Charter Question,,,No.,417,43,231,143,0
Broward,0280 P006,Registered Voters,,,,1125,,,,
Broward,0280 P006,Ballots Cast,,,,961,61,551,349,0
Broward,0280 P006,Ballots Cast Blank,,,,38,5,16,17,0
Broward,0280 P006,President,,REP,Donald J. Trump,229,40,74,115,0
Broward,0280 P006,President,,DEM,Joseph R. Biden,724,19,473,232,0
Broward,0280 P006,President,,LPF,Jo Jorgensen,4,1,2,1,0
Broward,0280 P006,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0280 P006,President,,PSL,Gloria La Riva,1,1,0,0,0
Broward,0280 P006,President,,GRE,Howie Hawkins,0,0,0,0,0
Broward,0280 P006,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0280 P006,President,,,Write-ins,0,0,0,0,0
Broward,0280 P006,U.S. House,22,REP,"James ""Jim"" Pruden",208,36,70,102,0
Broward,0280 P006,U.S. House,22,DEM,Ted Deutch,722,19,466,237,0
Broward,0280 P006,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,236,39,85,112,0
Broward,0280 P006,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,686,17,447,222,0
Broward,0280 P006,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,772,31,483,258,0
Broward,0280 P006,Public Defender - 17th Judicial Circuit,,,Write-ins,14,1,5,8,0
Broward,0280 P006,State House,93,REP,Chip LaMarca,268,40,111,117,0
Broward,0280 P006,State House,93,DEM,Linda Thompson Gonzalez,665,18,428,219,0
Broward,0280 P006,Sheriff,,REP,H. Wayne Clark,215,31,78,106,0
Broward,0280 P006,Sheriff,,DEM,Gregory Tony,617,20,401,196,0
Broward,0280 P006,Sheriff,,NPA,"Charles ""Chuck"" Whatley",53,4,30,19,0
Broward,0280 P006,Sheriff,,,Write-ins,6,0,3,3,0
Broward,0280 P006,Supervisor of Elections,,REP,Catherine McBreen,205,35,70,100,0
Broward,0280 P006,Supervisor of Elections,,DEM,Joe Scott,711,18,463,230,0
Broward,0280 P006,Supervisor of Elections,,,Write-ins,4,0,2,2,0
Broward,0280 P006,County Commissioner - District 7,,DEM,"Timothy M. ""Tim"" Ryan",766,32,476,258,0
Broward,0280 P006,County Commissioner - District 7,,,Write-ins,23,2,10,11,0
Broward,0280 P006,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,320,30,168,122,0
Broward,0280 P006,Justice of the Supreme Court - Carlos G. Muniz,,,No.,507,16,330,161,0
Broward,0280 P006,Fourth District Court of Appeal - Alan O. Forst,,,Yes,470,28,254,188,0
Broward,0280 P006,Fourth District Court of Appeal - Alan O. Forst,,,No.,341,16,238,87,0
Broward,0280 P006,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,467,27,256,184,0
Broward,0280 P006,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,344,17,238,89,0
Broward,0280 P006,Fourth District Court of Appeal - Martha C. Warner,,,Yes,633,29,377,227,0
Broward,0280 P006,Fourth District Court of Appeal - Martha C. Warner,,,No.,176,16,116,44,0
Broward,0280 P006,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,326,27,196,103,0
Broward,0280 P006,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,441,11,273,157,0
Broward,0280 P006,School Board At Large - Seat 9,,,Debra Hixon.,620,34,369,217,0
Broward,0280 P006,School Board At Large - Seat 9,,,Jeff Holness,168,8,103,57,0
Broward,0280 P006,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,357,23,213,121,0
Broward,0280 P006,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,392,15,238,139,0
Broward,0280 P006,Mayor Wilton Manors,,,Julie A. Carson,361,18,213,130,0
Broward,0280 P006,Mayor Wilton Manors,,,Scott Newton,469,37,262,170,0
Broward,0280 P006,Mayor Wilton Manors,,,Josie Smith Malave,66,3,38,25,0
Broward,0280 P006,Commissioner Wilton Manors,,,Jason Basilico.,124,15,55,54,0
Broward,0280 P006,Commissioner Wilton Manors,,,Doug Blevins,271,12,173,86,0
Broward,0280 P006,Commissioner Wilton Manors,,,Mike Bracchi,545,20,309,216,0
Broward,0280 P006,Commissioner Wilton Manors,,,Chris Caputo,384,13,243,128,0
Broward,0280 P006,Commissioner Wilton Manors,,,Juan Melecio,62,6,41,15,0
Broward,0280 P006,Commissioner Wilton Manors,,,Joe Sansone.,35,8,22,5,0
Broward,0280 P006,No. 1 Constitutional Amendment,,,Yes,472,45,244,183,0
Broward,0280 P006,No. 1 Constitutional Amendment,,,No.,441,11,283,147,0
Broward,0280 P006,No. 2 Constitutional Amendment,,,Yes,756,36,462,258,0
Broward,0280 P006,No. 2 Constitutional Amendment,,,No.,162,21,67,74,0
Broward,0280 P006,No. 3 Constitutional Amendment,,,Yes,446,31,255,160,0
Broward,0280 P006,No. 3 Constitutional Amendment,,,No.,451,22,264,165,0
Broward,0280 P006,No. 4 Constitutional Amendment,,,Yes,258,23,127,108,0
Broward,0280 P006,No. 4 Constitutional Amendment,,,No.,635,29,391,215,0
Broward,0280 P006,No. 5 Constitutional Amendment,,,Yes,638,38,373,227,0
Broward,0280 P006,No. 5 Constitutional Amendment,,,No.,181,8,110,63,0
Broward,0280 P006,No. 6 Constitutional Amendment,,,Yes,757,46,440,271,0
Broward,0280 P006,No. 6 Constitutional Amendment,,,No.,136,7,78,51,0
Broward,0280 P006,Broward County Ballot Question,,,Yes,627,23,375,229,0
Broward,0280 P006,Broward County Ballot Question,,,No.,218,23,119,76,0
Broward,0280 P006,Broward County Charter Question,,,Yes,398,21,250,127,0
Broward,0280 P006,Broward County Charter Question,,,No.,443,26,246,171,0
Broward,0281 Q010,Registered Voters,,,,1680,,,,
Broward,0281 Q010,Ballots Cast,,,,1390,299,791,299,1
Broward,0281 Q010,Ballots Cast Blank,,,,96,31,38,27,0
Broward,0281 Q010,President,,REP,Donald J. Trump,797,228,357,212,0
Broward,0281 Q010,President,,DEM,Joseph R. Biden,576,67,422,86,1
Broward,0281 Q010,President,,LPF,Jo Jorgensen,6,2,4,0,0
Broward,0281 Q010,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0281 Q010,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0281 Q010,President,,GRE,Howie Hawkins,0,0,0,0,0
Broward,0281 Q010,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0281 Q010,President,,,Write-ins,3,1,2,0,0
Broward,0281 Q010,U.S. House,22,REP,"James ""Jim"" Pruden",790,221,361,208,0
Broward,0281 Q010,U.S. House,22,DEM,Ted Deutch,557,68,404,84,1
Broward,0281 Q010,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,813,225,374,214,0
Broward,0281 Q010,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,509,54,379,75,1
Broward,0281 Q010,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,681,96,472,112,1
Broward,0281 Q010,Public Defender - 17th Judicial Circuit,,,Write-ins,49,17,19,13,0
Broward,0281 Q010,State House,93,REP,Chip LaMarca,862,241,407,214,0
Broward,0281 Q010,State House,93,DEM,Linda Thompson Gonzalez,479,49,352,77,1
Broward,0281 Q010,Sheriff,,REP,H. Wayne Clark,750,201,349,200,0
Broward,0281 Q010,Sheriff,,DEM,Gregory Tony,513,65,366,81,1
Broward,0281 Q010,Sheriff,,NPA,"Charles ""Chuck"" Whatley",29,10,16,3,0
Broward,0281 Q010,Sheriff,,,Write-ins,2,0,1,1,0
Broward,0281 Q010,Supervisor of Elections,,REP,Catherine McBreen,788,226,351,211,0
Broward,0281 Q010,Supervisor of Elections,,DEM,Joe Scott,521,53,391,76,1
Broward,0281 Q010,Supervisor of Elections,,,Write-ins,1,1,0,0,0
Broward,0281 Q010,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,689,152,377,159,1
Broward,0281 Q010,Justice of the Supreme Court - Carlos G. Muniz,,,No.,404,76,259,69,0
Broward,0281 Q010,Fourth District Court of Appeal - Alan O. Forst,,,Yes,741,166,411,163,1
Broward,0281 Q010,Fourth District Court of Appeal - Alan O. Forst,,,No.,341,62,218,61,0
Broward,0281 Q010,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,737,160,412,164,1
Broward,0281 Q010,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,330,62,209,59,0
Broward,0281 Q010,Fourth District Court of Appeal - Martha C. Warner,,,Yes,855,171,506,177,1
Broward,0281 Q010,Fourth District Court of Appeal - Martha C. Warner,,,No.,220,50,124,46,0
Broward,0281 Q010,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,665,150,367,147,1
Broward,0281 Q010,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,328,46,222,60,0
Broward,0281 Q010,School Board At Large - Seat 9,,,Debra Hixon.,795,151,481,162,1
Broward,0281 Q010,School Board At Large - Seat 9,,,Jeff Holness,214,59,110,45,0
Broward,0281 Q010,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,690,154,386,150,0
Broward,0281 Q010,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,266,44,172,49,1
Broward,0281 Q010,No. 1 Constitutional Amendment,,,Yes,1031,223,586,221,1
Broward,0281 Q010,No. 1 Constitutional Amendment,,,No.,239,44,143,52,0
Broward,0281 Q010,No. 2 Constitutional Amendment,,,Yes,778,122,519,137,0
Broward,0281 Q010,No. 2 Constitutional Amendment,,,No.,433,128,188,116,1
Broward,0281 Q010,No. 3 Constitutional Amendment,,,Yes,685,141,432,111,1
Broward,0281 Q010,No. 3 Constitutional Amendment,,,No.,493,104,256,133,0
Broward,0281 Q010,No. 4 Constitutional Amendment,,,Yes,502,122,269,111,0
Broward,0281 Q010,No. 4 Constitutional Amendment,,,No.,658,117,406,134,1
Broward,0281 Q010,No. 5 Constitutional Amendment,,,Yes,915,170,549,196,0
Broward,0281 Q010,No. 5 Constitutional Amendment,,,No.,262,62,145,54,1
Broward,0281 Q010,No. 6 Constitutional Amendment,,,Yes,1078,208,649,220,1
Broward,0281 Q010,No. 6 Constitutional Amendment,,,No.,148,40,71,37,0
Broward,0281 Q010,Broward County Ballot Question,,,Yes,756,146,474,135,1
Broward,0281 Q010,Broward County Ballot Question,,,No.,361,81,177,103,0
Broward,0281 Q010,Broward County Charter Question,,,Yes,640,128,405,107,0
Broward,0281 Q010,Broward County Charter Question,,,No.,513,106,270,136,1
Broward,0282 Q020,Registered Voters,,,,470,,,,
Broward,0282 Q020,Ballots Cast,,,,399,189,150,60,0
Broward,0282 Q020,Ballots Cast Blank,,,,20,10,8,2,0
Broward,0282 Q020,President,,REP,Donald J. Trump,251,144,75,32,0
Broward,0282 Q020,President,,DEM,Joseph R. Biden,142,44,70,28,0
Broward,0282 Q020,President,,LPF,Jo Jorgensen,2,0,2,0,0
Broward,0282 Q020,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0282 Q020,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0282 Q020,President,,GRE,Howie Hawkins,0,0,0,0,0
Broward,0282 Q020,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0282 Q020,President,,,Write-ins,2,1,1,0,0
Broward,0282 Q020,U.S. House,22,REP,"James ""Jim"" Pruden",248,142,76,30,0
Broward,0282 Q020,U.S. House,22,DEM,Ted Deutch,141,42,69,30,0
Broward,0282 Q020,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,256,140,81,35,0
Broward,0282 Q020,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,126,39,62,25,0
Broward,0282 Q020,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,193,66,91,36,0
Broward,0282 Q020,Public Defender - 17th Judicial Circuit,,,Write-ins,20,10,8,2,0
Broward,0282 Q020,State House,93,REP,Chip LaMarca,274,150,90,34,0
Broward,0282 Q020,State House,93,DEM,Linda Thompson Gonzalez,113,35,52,26,0
Broward,0282 Q020,Sheriff,,REP,H. Wayne Clark,212,123,68,21,0
Broward,0282 Q020,Sheriff,,DEM,Gregory Tony,142,51,57,34,0
Broward,0282 Q020,Sheriff,,NPA,"Charles ""Chuck"" Whatley",14,5,7,2,0
Broward,0282 Q020,Sheriff,,,Write-ins,2,0,2,0,0
Broward,0282 Q020,Supervisor of Elections,,REP,Catherine McBreen,250,140,78,32,0
Broward,0282 Q020,Supervisor of Elections,,DEM,Joe Scott,131,42,62,27,0
Broward,0282 Q020,Supervisor of Elections,,,Write-ins,0,0,0,0,0
Broward,0282 Q020,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,235,129,73,33,0
Broward,0282 Q020,Justice of the Supreme Court - Carlos G. Muniz,,,No.,111,32,58,21,0
Broward,0282 Q020,Fourth District Court of Appeal - Alan O. Forst,,,Yes,249,128,81,40,0
Broward,0282 Q020,Fourth District Court of Appeal - Alan O. Forst,,,No.,95,34,48,13,0
Broward,0282 Q020,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,245,122,85,38,0
Broward,0282 Q020,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,97,38,45,14,0
Broward,0282 Q020,Fourth District Court of Appeal - Martha C. Warner,,,Yes,288,139,105,44,0
Broward,0282 Q020,Fourth District Court of Appeal - Martha C. Warner,,,No.,56,21,26,9,0
Broward,0282 Q020,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,243,132,79,32,0
Broward,0282 Q020,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,85,18,46,21,0
Broward,0282 Q020,School Board At Large - Seat 9,,,Debra Hixon.,262,120,101,41,0
Broward,0282 Q020,School Board At Large - Seat 9,,,Jeff Holness,69,35,26,8,0
Broward,0282 Q020,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,223,113,76,34,0
Broward,0282 Q020,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,92,33,45,14,0
Broward,0282 Q020,No. 1 Constitutional Amendment,,,Yes,274,139,98,37,0
Broward,0282 Q020,No. 1 Constitutional Amendment,,,No.,98,34,43,21,0
Broward,0282 Q020,No. 2 Constitutional Amendment,,,Yes,178,69,78,31,0
Broward,0282 Q020,No. 2 Constitutional Amendment,,,No.,189,106,55,28,0
Broward,0282 Q020,No. 3 Constitutional Amendment,,,Yes,145,56,63,26,0
